subject,relation,object,topic,old_index
you,skip,basically decent narrative,1,5251
you,will need,to skip,1,5252
you,will need,skip to conclusion,1,5253
you,are looking directly for,answer,1,5254
you,will need,to skip to conclusion,1,5255
you,are looking for,answer,1,5256
you,will need,skip to conclusion at end,1,5257
you,will need,you are looking directly for answer to title question,1,5258
you,will need,you are looking for answer,1,5259
you,skip,narrative,1,5260
you,will need,If you are looking directly,1,5261
you,skip,for basically narrative,1,5262
you,will need,you are looking directly for answer,1,5263
you,will need,If you are looking directly for answer,1,5264
you,skip,decent narrative,1,5265
you,will need,If you are looking for answer,1,5266
you,skip to,conclusion,1,5267
you,will need,you are looking for answer to title question,1,5268
you,will need,If you are looking,1,5269
you,will need,If you are looking directly for answer to title question,1,5270
you,skip,for narrative,1,5271
you,skip,basically narrative,1,5272
you,will need,you are looking directly,1,5273
you,skip,for decent narrative,1,5274
you,will need,to skip to conclusion at end,1,5275
you,will need,you are looking,1,5276
you,are,answer,1,5277
you,are,decent,1,5278
you,are,title,1,5279
MY CATS,GO,WILD,0,5280
MY CATS,GO,WILD FOR THIS,0,5281
CATS,GO,WILD,0,5282
CHICKEN,IS,SO GOOD,0,5283
CHICKEN,IS,GOOD,0,5284
GRAVY,IS,SO GOOD,0,5285
GRAVY,IS,GOOD,0,5286
GRAVY,'VE,GOOD,0,5287
GRAVY,'VE,TEMPTED,0,5288
GRAVY,'VE,IT,0,5289
thing,is,important,0,5290
Jim,is,2,1,5291
book,is,visionary,1,5292
Our cats,love,chicken,0,5293
Our cats,love,shredded chicken,0,5294
cats,shredded,chicken,0,5295
They,like,type better,0,5296
They,like,shredded type better,0,5297
They,like,shredded type better than solid pate,0,5298
They,like,shredded type,0,5299
They,like,shredded type better than pate,0,5300
They,like,type,0,5301
They,like,type better than solid pate,0,5302
They,like,type better than pate,0,5303
pate,like,They,0,5304
pate,like,type,0,5305
pate,like,better,0,5306
pate,like,solid,0,5307
it,guide,you,1,5308
it,run,your company,1,5309
I,Iust,page,1,5310
I,enjoy,cat,0,5311
I,bought,cat food,0,5312
I,enjoy,adorable cat on commercials,0,5313
I,bought cat food because,price,0,5314
I,enjoy,cat on commercials,0,5315
I,bought cat food because,low price,0,5316
I,bought cat food because,wonderful price,0,5317
I,enjoy,adorable cat,0,5318
I,bought cat food because,wonderful low price,0,5319
cat,is at,food,0,5320
out,touch,they,0,5321
out,touch,type,0,5322
My dogs,love,food,0,5323
dogs,love,food,0,5324
I,use as,treats,0,5325
dog,use,treats,0,5326
food,looks,funny,0,5327
food,looks,shaped,0,5328
food,looks,pieces,0,5329
snack,is,tasty,0,5330
I,'ve,mats,0,5331
I,find,Mary Kay Andrews books,1,5332
I,find,such,1,5333
I,find,relaxing,1,5334
I,find,fun,1,5335
color,is,dark,0,5336
color,is at,piece,0,5337
stuff,does,it says,0,5338
stuff,does,as it says,0,5339
sturdy collar,is with,beautiful dark brown color,0,5341
It,is very sturdy collar with,brown color,0,5342
It,is sturdy collar with,dark brown color,0,5343
It,is collar with,beautiful dark color,0,5344
It,is very sturdy collar with,beautiful dark color,0,5345
It,is collar with,beautiful dark brown color,0,5346
It,is very sturdy collar with,beautiful dark brown color,0,5347
It,is very sturdy collar with,beautiful color,0,5348
It,is very sturdy collar with,beautiful brown color,0,5349
It,is very sturdy collar with,color,0,5350
It,is,collar,0,5351
It,is sturdy collar with,beautiful dark brown color,0,5352
It,is very sturdy collar with,dark color,0,5353
It,is collar with,dark brown color,0,5354
It,is,very sturdy collar,0,5355
It,is sturdy collar with,dark color,0,5356
It,is sturdy collar with,beautiful color,0,5357
It,is sturdy collar with,beautiful dark color,0,5358
It,is,sturdy collar,0,5359
It,is collar with,color,0,5360
It,is collar with,dark color,0,5361
It,is collar with,beautiful brown color,0,5362
It,is sturdy collar with,color,0,5363
It,is sturdy,color,0,5364
It,is sturdy collar with,brown color,0,5365
It,is sturdy collar with,beautiful brown color,0,5366
It,is collar with,beautiful color,0,5367
It,is collar with,brown color,0,5368
It,is very sturdy collar with,dark brown color,0,5369
collar,is,sturdy,0,5370
two little girl puppies,abandoned in,desert,0,5371
little girl puppies,abandoned in,desert,0,5372
girl,is,little,0,5373
harness,is,perfect,0,5374
harness,is perfect for,walking,0,5375
hook,is sized for,small dogs,0,5376
hook,is sized for,dogs,0,5377
hook,is appropriately sized for,dogs,0,5378
hook,is,appropriately sized,0,5379
hook,is,sized,0,5380
I,bought for,my chihuahua,0,5381
hook,is appropriately sized for,small dogs,0,5382
hook,is,sized,0,5383
hook,is,small,0,5384
it,has,perfect,0,5385
We,bought,3/4 inch leash,0,5386
inch,is at,leash,0,5387
book,will,will especially valuable,1,5388
book,will,will especially valuable to those,1,5389
book,will,will valuable,1,5390
keen interest,is in,amazing rise of Enron,1,5391
book,will,will valuable to those,1,5392
I,had,relatives,1,5393
I,was doing,family history research,1,5394
I,was,family,1,5395
product,is,Fantastic,0,5396
product,be,dog,0,5397
product,be,owner,0,5398
things,was,allergic,0,5399
things,was,something,0,5400
it,keeps,them busy,0,5402
it,keeps for,long time,0,5403
I,give,them,0,5404
it,keeps for,time,0,5405
yorkies,give,evening,0,5406
yorkies,give,busy,0,5407
yorkies,give,long,0,5408
yorkies,give,time,0,5409
I,gave,it,0,5410
I,gave away,it,0,5411
I,gave,neighbor,0,5412
they,can fit for,now,0,5413
I,love,side pocket,0,5414
It,is to,heavy,0,5415
they,can fit in,it,0,5416
pocket,fit,It,0,5417
pocket,fit,side,0,5418
carrier,fit for,my three pound puppy,0,5419
I,was able with,mesh windows,0,5420
she,whimpered,little bit,0,5421
I,was,able,0,5422
carrier,fit well for,my three pound puppy,0,5423
she,whimpered,bit,0,5424
Dilbert has my favorite comic strip,is with,its consistently funny corporate humor,1,5425
Dilbert,is at,strip,1,5426
I,have,very hairy wolfhound husky mix,0,5427
I,have,hairy mix,0,5428
I,have,very hairy mix,0,5429
I,have,wolfhound husky mix,0,5430
I,have,hairy wolfhound husky mix,0,5431
I,have,mix,0,5432
wolfhound,is,hairy,0,5433
I,have,hairy,0,5434
I,have,wolfhound,0,5435
I,have,husky,0,5436
I,have,mix,0,5437
I,enjoyed,book,1,5438
book,keep,more,1,5439
book,keep,eye,1,5440
I,own,toy poodles,0,5442
Dog Pet Grooming Shear Scissor SettMy wife,own,toy poodles,0,5443
wife,breed,toy,0,5444
coat,is,little,0,5445
coat,wanted,Miniature,0,5446
one,is,first,0,5447
one,has,months,0,5448
one,has,problems,0,5449
I,bought OSTER PAWS CORDLESS,I wanted,0,5450
I,bought OSTER PAWS CORDLESS,because I wanted,0,5451
I,keep,my Shiba Inu puppy 's nails,0,5452
OSTER GENTLE PAWS CORDLESS,NAIL,TRIMMER,0,5453
Shiba Inu puppy,has,nails,0,5454
I,bought,OSTER GENTLE PAWS CORDLESS,0,5455
I,bought,OSTER PAWS CORDLESS,0,5456
OSTER PAWS CORDLESS,NAIL,TRIMMER,0,5457
Low,is,first,1,5458
I,bought book over,Shabby thing,0,5459
Im,bought book over,so whole Chic thing,0,5460
Im,bought book over,whole Shabby thing,0,5461
Im,bought book over,so thing,0,5462
Im,bought book over,so whole thing,0,5463
Im,bought book over,so Shabby Chic thing,0,5464
Im,bought book over,whole thing,0,5465
I,bought book over,Shabby Chic thing,0,5466
Im,bought,book,0,5467
Im,bought book over,whole Shabby Chic thing,0,5468
Im,bought book over,so whole Shabby thing,0,5469
I,bought book over,so Shabby thing,0,5470
I,bought book over,so whole Shabby Chic thing,0,5471
Im,bought book over,thing,0,5472
I,bought book over,so thing,0,5473
I,bought book over,whole Shabby thing,0,5474
I,bought book over,whole thing,0,5475
I,bought book over,whole Shabby Chic thing,0,5476
I,bought book over,so Shabby Chic thing,0,5477
I,bought,book,0,5478
Im,bought book over,so Shabby thing,0,5479
Im,bought book over,so whole Shabby Chic thing,0,5480
I,bought book over,thing,0,5481
Im,bought book over,Shabby Chic thing,0,5482
I,bought book over,so Chic thing,0,5483
I,bought book over,Chic thing,0,5484
Im,bought book over,Shabby thing,0,5485
Im,bought book over,so Chic thing,0,5486
I,bought book over,so whole Chic thing,0,5487
Im,bought book over,Chic thing,0,5488
Im,bought book over,whole Chic thing,0,5489
I,bought book over,so whole thing,0,5490
I,bought book over,so whole Shabby thing,0,5491
I,bought book over,whole Chic thing,0,5492
great book,enjoyed,it,1,5494
book,enjoyed,it,1,5495
book,is,great,1,5496
it,has weathered,kinds of storms,0,5497
I,have had,cage,0,5498
I,have had,little cage,0,5499
it,has actually weathered,kinds of storms,0,5500
cage,is,little,0,5501
I,have,little,0,5502
I,have,cage,0,5503
I,have,couple,0,5504
my cat,used,to outside without having to worry,0,5505
my cat,used,to outside without having worry,0,5506
my cat,used,outside having worry,0,5507
my cat,used,to without having worry,0,5508
my cat,used,outside having to worry,0,5509
my cat,used,without having worry,0,5510
my cat,used,to without having to worry,0,5511
my cat,used,to outside having worry,0,5512
my cat,used,to having to worry,0,5513
my cat,used,having worry,0,5514
my cat,used,outside without having worry,0,5515
I,used,to get,0,5516
my cat,used,without having to worry,0,5517
my cat,used,to having worry,0,5518
my cat,used,having to worry,0,5519
my cat,used,to outside having to worry,0,5520
my cat,used,outside without having to worry,0,5521
I,used,tent,0,5522
running,is,great,0,5523
running,is,leash,0,5524
price,is,Great,0,5525
construction,is,rugged,0,5526
construction,Fits,materials,0,5527
construction,Fits,good,0,5528
It,has,Christmas Eve,1,5529
It,'s,stone,1,5530
It,'s,cold,1,5531
It,'s,winter,1,5532
similar treats,is in,similar size,0,5534
treats,is,similar,0,5535
size,were,great,0,5536
size,were,deal,0,5537
tablets,is,large,0,5538
they,had,effect on sore joints,0,5539
they,had,effect on her sore joints,0,5540
My cat,loves,them,0,5541
cat,tell,effect,0,5542
cat,tell,sore,0,5543
cat,tell,joints,0,5544
product,is,nice,0,5545
balls,are,perfect size balls,0,5546
balls,are,size balls,0,5547
balls,is at,size,0,5548
I,got results in,24 hours!I,0,5549
results,recommend,product,0,5550
I,got,results,0,5551
product,get,giardia,0,5552
We,have,two dogs,0,5553
dogs,was,larger,0,5554
dogs,was,big,0,5555
dogs,was,sturdibag,0,5556
dogs,was,small,0,5557
I,like leash,lot,0,5558
I,like,leash,0,5559
litter box,replace,one two litter boxes,0,5560
I,bought,automatic litter box,0,5561
I,bought,Scoop free automatic litter box,0,5562
automatic litter box,replace,one of two litter boxes,0,5563
automatic litter box,replace,one two litter boxes,0,5564
litter box,replace,one of two litter boxes,0,5565
litter box,replace,one two regular litter boxes,0,5566
automatic litter box,replace,one of two regular litter boxes,0,5567
I,bought,litter box,0,5568
I,bought,Scoop free litter box,0,5569
automatic litter box,replace,one two regular litter boxes,0,5570
litter box,replace,one of two regular litter boxes,0,5571
months,is,few,0,5572
time,is,first,0,5573
time,was,groomer,0,5574
time,was,more,0,5575
time,was,dog,0,5576
time,was,nervous,0,5577
cat toy,hangs from,door knob,0,5578
cat toy,is,well made,0,5579
cat toy,is,made,0,5580
perch,was occupied by,cats,0,5581
windowsill,put,window,0,5582
windowsill,put,perch,0,5583
breath,is at,bit,0,5584
),start,me,0,5586
),start,cat,0,5587
I,'ve cooked,few,0,5588
I,'ve cooked,few of recipes,0,5589
they,were,actually good,0,5590
they,were,good,0,5591
I,'ve,few,0,5592
I,'ve,recipes,0,5593
I,'ve,good,0,5594
I,read,Velveteen Rabbit,1,5596
Rabbit,was,sick,1,5597
Rabbit,was,scarlet,1,5598
Rabbit,was,fever,1,5599
Pete,is,sour,1,5600
It,has,rainy day,1,5601
Pete,is in,mood,1,5602
Pete,is in,sour mood,1,5603
It,has,day,1,5604
It,has,rainy,1,5605
day,is,rainy,1,5606
Pete,is,sour,1,5607
Pete,is,mood,1,5608
My cats,enjoy,it,0,5609
kitty,has,digestive,0,5610
kitty,has,problems,0,5611
My dog,is,very picky,0,5613
My dog,is,picky,0,5614
dog,is,picky,0,5615
Dead,is,witty,1,5616
Dead,is,fun,1,5617
she,was,only baby,0,5618
she,was,baby,0,5619
she,was,when baby,0,5620
she,was,when only baby,0,5621
she,was,baby,0,5622
puppy,chew,reason,0,5623
he,feels,very secure in carrier,0,5624
My puppy,come with,me,0,5625
My puppy,loves,come with me much,0,5626
My puppy,loves,to come with me,0,5627
My puppy,loves,to come with me much,0,5628
My puppy,loves,come much,0,5629
he,feels,very secure,0,5630
My puppy,loves,come with me,0,5631
he,feels,secure,0,5632
My puppy,loves,to come much,0,5633
he,feels,secure in carrier,0,5634
My puppy,loves,come pretty much,0,5635
My puppy,loves,to come pretty much,0,5636
My puppy,come pretty much with,me,0,5637
My puppy,loves,come with me pretty much,0,5638
My puppy,loves,to come,0,5639
My puppy,come much with,me,0,5640
My puppy,loves,to come with me pretty much,0,5641
puppy,come,secure,0,5642
puppy,come,carrier,0,5643
My dog,has scratched up,cabinet trying,0,5644
My dog,has scratched up,cabinet,0,5645
dog,has,cabinet,0,5646
I,bought for,my small ladrador not really knowing,0,5647
I,bought for,my ladrador,0,5648
I,bought for,my small ladrador,0,5649
I,bought for,my ladrador not really knowing,0,5650
I,bought for,my ladrador not knowing,0,5651
I,bought for,my small ladrador not knowing,0,5652
I,bought for,my small ladrador knowing,0,5653
I,bought for,my ladrador really knowing,0,5654
I,bought for,my ladrador knowing,0,5655
I,bought for,my small ladrador really knowing,0,5656
ladrador,is,small,0,5657
my puppy,become,slimy,0,5658
she,ate,them,0,5659
puppy,chew,slimy,0,5660
Yorkie,is,little,0,5661
Yorkie,Purchased,little,0,5662
months,is,single,0,5663
Novel,is,Incredible,1,5665
I,got,mix with chlorahexadine shampoo,0,5666
I,got,to mix with chlorahexadine shampoo,0,5667
I,got,to mix,0,5668
my vet,gave,me,0,5669
issues,mix,I,0,5670
issues,mix,chlorahexadine,0,5671
he,was,when 11 weeks old,0,5672
we,got,him,0,5673
Our kitty,is old,5 months,0,5674
he,was old,11 weeks,0,5675
months,got,old,0,5676
months,got,weeks,0,5677
Our Gray,was,nearly naked,0,5678
Our Gray,was,naked,0,5679
Gray,has,while,0,5680
Gray,has,naked,0,5681
I,ordered as,recommended,0,5682
I,ordered as,recommended by bulldog health forum,0,5683
my Frenchie,hurt,his head,0,5684
table,recommended,I,0,5685
table,recommended,bulldog,0,5686
table,recommended,sharp,0,5687
table,recommended,health,0,5688
year,is,old,1,5689
I,got,one these,0,5690
I,got,one of these,0,5691
Walmart,quit,thrilled,0,5692
GSP,destroyed,it,0,5693
GSP,destroyed,minutes,0,5694
design,is,flawless,0,5695
design,is,flawless,0,5696
time,be,tricky,0,5697
My cats,love,it,0,5698
they,love,it,0,5699
i,love,it,0,5700
price,is,great,0,5701
price,lasts,time,0,5702
price,lasts,long time,0,5703
bottle,lasts,time,0,5704
bottle,lasts,long,0,5705
I,found,book interesting,1,5706
I,found,book,1,5707
I,found,book interesting than romance,1,5708
I,found,book more interesting,1,5709
I,found,book interesting than average romance,1,5710
I,found,book more interesting than romance,1,5711
I,found,book more interesting than average romance,1,5712
I,found,book,1,5713
I,found,interesting,1,5714
I,found,original,1,5715
I,found,romance,1,5716
I,found,average,1,5717
Fluval,is,standard,0,5718
light,replace,standard,0,5719
disagreement,is with,Mr,1,5720
Mr,know,I,1,5721
Mr,know,up!I,1,5722
I,bought,filter,0,5723
I,bought filter from,Petsmart,0,5724
Petsmart,has,filter,0,5725
Petsmart,is at,filter,0,5726
Petsmart,thought,great,0,5727
She,sniffed,it,0,5728
away,walked,She,0,5729
We,use at_time,day,0,5730
dog,is,incontinent,0,5731
We,use,incontinent,0,5732
We,use,dog,0,5733
We,use,day,0,5734
I,gave,item,0,5735
it,meets,my expectations,0,5736
I,gave,five stars,0,5737
item,is at,stars,0,5738
I,got,kind,0,5739
I,got,other kind,0,5740
vitamins,got,other,0,5741
vitamins,got,kind,0,5742
they,come,running morning,0,5743
time,is,long,0,5744
time,is at,Fan,0,5745
product,have in,just case,0,5746
my cat,made mess up,stairs,0,5747
my cat,made mess up,stairs to front door landing,0,5748
product,have in,case,0,5749
my cat,made mess around,litterbox,0,5750
my cat,got,stomach,0,5751
my cat,got,upset stomach,0,5752
I,ordered,product,0,5753
product,have around,house,0,5754
my cat,made,mess,0,5755
my cat,made mess up,stairs to door landing,0,5756
dog,has,urine stains,0,5757
Zero Odor,remove,my dog 's urine stains,0,5758
I,'ve,Odor,0,5759
I,like,price,0,5760
price,is at,fact,0,5761
they,are,toxic,0,5762
they,are,if toxic,0,5763
problems,is at,effect,0,5764
etc,had,We,0,5765
etc,had,problems,0,5766
etc,had,accumulative,0,5767
etc,had,effect,0,5768
My dogs,love,duck treats,0,5769
dogs,love,duck,0,5770
Works,made,system,0,5772
Works perfect,made,system,0,5773
Works,made,perfect,0,5774
Works,made,home,0,5775
Works,made,system,0,5776
thing,like,leash,0,5777
thing,like,about leash,0,5778
One thing,like,about leash,0,5779
One thing,like,leash,0,5780
thing,like,leash,0,5781
you,let,title,1,5782
you,let,fool,1,5783
they,love,the most,0,5784
my cats,are ones,they seem,0,5785
my cats,are,ones,0,5786
years,'ve,cats,0,5787
dog,refuse,water,0,5788
it,has,At current selling price,0,5790
it,has,At selling price,0,5791
it,has,current selling price,0,5792
it,has,selling price,0,5793
selling,is,current,0,5794
change,Needed,week,0,5795
book,is,fabulous,1,5796
I,have,Black Terrier,0,5797
I,have,Black Russian Terrier,0,5798
I,have,Terrier,0,5799
I,have,Russian Terrier,0,5800
